,country,name,brand,price,currency,url,image,scraped_at
100,UK,Anti-Caries Professional,Elmex,5.3,£,https://www.notino.co.uk/elmex/anti-caries-professional-anti-decay-toothpaste/,https://cdn.notinoimg.com/list_2k//elmex/8718951279551_01-o__220203.jpg,2024-06-13 12:43:04
101,UK,Whitening,BlanX,3.4,£,https://www.notino.co.uk/blanx/whitening-whitening-toothpaste/,https://cdn.notinoimg.com/list_2k//blanx/8017331051474_01-o__210205.jpg,2024-06-13 12:43:04
102,UK,Natural Toothpaste Sensitive,BEN&ANNA,5.9,£,https://www.notino.co.uk/benanna/natural-toothpaste-sensitive-sensitive-toothpaste/,https://cdn.notinoimg.com/list_2k//benanna/4260491220523_01-o__221101.jpg,2024-06-13 12:43:04
103,UK,Gum Protection Whitening,Meridol,4.1,£,https://www.notino.co.uk/meridol/dental-care-whitening-toothpaste/,https://cdn.notinoimg.com/list_2k//meridol/8718951560352_01-o__230807.jpg,2024-06-13 12:43:04
104,UK,The Mints Ginger,Marvis,3.2,£,https://www.notino.co.uk/marvis/ginger-mint-toothpaste/,https://cdn.notinoimg.com/list_2k//marvis/8004395111732_01-o__171120.jpg,2024-06-13 12:43:04
105,UK,Bleaching Toothpaste for Smokers,Perl Weiss,4.2,£,https://www.notino.co.uk/perl-weiss/bleaching-toothpaste-for-smokers-whitening-toothpaste-for-smokers/,https://cdn.notinoimg.com/list_2k//perl_weiss/4008890008928_01__240111.jpg,2024-06-13 12:43:04
106,UK,Pronamel Junior,Sensodyne,2.3,£,https://www.notino.co.uk/sensodyne/pro-namel-toothpaste-junior/,https://cdn.notinoimg.com/list_2k//sensodyne/8590335006812_01-o__140401.jpg,2024-06-13 12:43:04
107,UK,Extreme Whitening,Swissdent,12.0,£,https://www.notino.co.uk/swissdent/extreme-whitening-toothpaste/,https://cdn.notinoimg.com/list_2k//swissdent/7640126190037_01-o__121205.jpg,2024-06-13 12:43:04
108,UK,Sensitive Professional,Elmex,5.0,£,https://www.notino.co.uk/elmex/sensitive-professional-toothpaste-for-sensitive-teeth-73517/,https://cdn.notinoimg.com/list_2k//elmex/7610108047536_01-o__140526.jpg,2024-06-13 12:43:04
109,UK,Complete Protection Whitening,Parodontax,6.0,£,https://www.notino.co.uk/parodontax/complete-protection-whitening-whitening-toothpaste-with-fluoride/,https://cdn.notinoimg.com/list_2k//parodontax/5054563039095_01-o__180504.jpg,2024-06-13 12:43:04
110,UK,Kids 3+ Years,Colgate,1.9,£,https://www.notino.co.uk/colgate/kids-3-years-toothpaste-for-children-aged-3-6-years-with-fluoride/,https://cdn.notinoimg.com/list_2k//colgate/8718951321434_01-o__200212.jpg,2024-06-13 12:43:04
111,UK,Black,BlanX,3.4,£,https://www.notino.co.uk/blanx/black-whitening-toothpaste-with-activated-charcoal/,https://cdn.notinoimg.com/list_2k//blanx/8017331053386_01-o__210211.jpg,2024-06-13 12:43:04
112,UK,Max White Purple Reveal,Colgate,3.4,£,https://www.notino.co.uk/colgate/max-white-purple-reveal-refreshing-toothpaste-6843139/,https://cdn.notinoimg.com/list_2k//colgate/8718951540033_01-o__230130.jpg,2024-06-13 12:43:04
113,UK,Biosmalto Baby-Kid,Curasept,6.4,£,https://www.notino.co.uk/curasept/biosmalto-baby-kid-toothpaste-for-children-with-fluoride/,https://cdn.notinoimg.com/list_2k//curasept/8056746071202_01-o__220203.jpg,2024-06-13 12:43:04
114,UK,Whitening Smokers Mint,Marvis,8.5,£,https://www.notino.co.uk/marvis/smokers-whitening-mint-whitening-toothpaste-for-smokers/,https://cdn.notinoimg.com/list_2k//marvis/8004395111817_01-o__200211.jpg,2024-06-13 12:43:04
115,UK,Repair & Protect Extra Fresh,Sensodyne,6.4,£,https://www.notino.co.uk/sensodyne/repair-protect-extra-fresh-toothpaste-for-protection-of-teeth-and-gums/,https://cdn.notinoimg.com/list_2k//sensodyne/5054563103482_01-o__210908.jpg,2024-06-13 12:43:04
116,UK,Max White Expert Micellar,Colgate,4.8,£,https://www.notino.co.uk/colgate/max-white-expert-micellar-whitening-toothpaste/,https://cdn.notinoimg.com/list_2k//colgate/8718951411043_01-o__221125.jpg,2024-06-13 12:43:04
117,UK,Kids,Signal,2.7,£,https://www.notino.co.uk/signal/kids-toothpaste-for-kids/,https://cdn.notinoimg.com/list_2k//signal/8712561103077_01-o__221115.jpg,2024-06-13 12:43:04
118,UK,Biomed Superwhite,Splat,3.8,£,https://www.notino.co.uk/splat/biomed-superwhite-reinforcing-toothpaste-with-coconut-oil/,https://cdn.notinoimg.com/list_2k//splat/2800015078357_01-o__220908.jpg,2024-06-13 12:43:04
119,UK,Ultra Clean,Parodontax,4.6,£,https://www.notino.co.uk/parodontax/ultra-clean-toothpaste-against-gum-bleeding-and-periodontal-disease/,https://cdn.notinoimg.com/list_2k//parodontax/5054563011251_01-o__160422.jpg,2024-06-13 12:43:04
