,country,name,brand,price,currency,url,image,scraped_at
120,UK,Sensitive Whitening,Ecodenta,4.1,£,https://www.notino.co.uk/ecodenta/expert-black-whitening-whitening-toothpaste-for-sensitive-teeth/,https://cdn.notinoimg.com/list_2k//ecodenta/4770001003206_01-o__210809.jpg,2024-06-13 12:43:04
121,UK,Natural White,Sensodyne,5.0,£,https://www.notino.co.uk/sensodyne/natural-white-natural-toothpaste-with-fluoride/,https://cdn.notinoimg.com/list_2k//sensodyne/5054563121226_01-o__220601.jpg,2024-06-13 12:43:04
122,UK,Pro Expert Advanced,Oral B,3.4,£,https://www.notino.co.uk/oral-b/pro-expert-advanced-toothpaste-against-tooth-decay/,https://cdn.notinoimg.com/list_2k//oral-b/8700216106702_01-o__230904.jpg,2024-06-13 12:43:04
123,UK,Natural Toothpaste White Fluoride,BEN&ANNA,6.4,£,https://www.notino.co.uk/benanna/natural-toothpaste-white-fluoride-whitening-toothpaste-with-fluoride/,https://cdn.notinoimg.com/list_2k//benanna/4260491220943_01.-o__221101.jpg,2024-06-13 12:43:04
124,UK,Caries Protection,Elmex,8.1,£,https://www.notino.co.uk/elmex/caries-protection-cosmetic-set-i/,https://cdn.notinoimg.com/list_2k//elmex/8714789994185_01-o__230109.jpg,2024-06-13 12:43:04
125,UK,Advanced Active Shield,Biorepair,4.7,£,https://www.notino.co.uk/biorepair/advanced-active-shield-toothpaste/,https://cdn.notinoimg.com/list_2k//biorepair/8017331064078_01-o__210205.jpg,2024-06-13 12:43:04
126,UK,Kids 2+,Curaprox,5.9,£,https://www.notino.co.uk/curaprox/kids-2-strawberry-toothpaste-for-children/,https://cdn.notinoimg.com/list_2k//curaprox/7612412429473_01-o__220225.jpg,2024-06-13 12:43:04
127,UK,Total Original,Colgate,2.5,£,https://www.notino.co.uk/colgate/total-original-toothpaste/,https://cdn.notinoimg.com/list_2k//colgate/8718951226715_01-o__230529.jpg,2024-06-13 12:43:04
128,UK,Professional Sensitive,Splat,4.3,£,https://www.notino.co.uk/splat/special-organic-sensitive-toothpaste/,https://cdn.notinoimg.com/list_2k//splat/7640168930257_01-o__231128.jpg,2024-06-13 12:43:04
129,UK,Lasting Freshness,Blend-a-med,1.7,£,https://www.notino.co.uk/blend-a-med/lasting-freshness-refreshing-toothpaste/,https://cdn.notinoimg.com/list_2k//blend-a-med/8006540391365_01-o__220816.jpg,2024-06-13 12:43:04
130,UK,Super +,Ecodenta,2.2,£,https://www.notino.co.uk/ecodenta/super-natural-toothpaste-for-kids/,https://cdn.notinoimg.com/list_2k//ecodenta/4770001334591_01__220606.jpg,2024-06-13 12:43:04
131,UK,Limited Edition Black is White,Curaprox,15.8,£,https://www.notino.co.uk/curaprox/limited-edition-black-is-white-travel-setfor-teeth-tongue-and-gums/,https://cdn.notinoimg.com/list_2k//curaprox/7612412430332_01__231211.jpg,2024-06-13 12:43:04
132,UK,Integral 8 Actions,Signal,2.0,£,https://www.notino.co.uk/signal/integral-8-toothpaste/,https://cdn.notinoimg.com/list_2k//signal/8720181117640_01-o__210611.jpg,2024-06-13 12:43:04
133,UK,Biomed Sensitive,Splat,3.7,£,https://www.notino.co.uk/splat/biomed-sensitive-bioactive-toothpaste-for-healthy-gums-and-teeth-sensitivity-reduction/,https://cdn.notinoimg.com/list_2k//splat/2800015078371_01-o__220908.jpg,2024-06-13 12:43:04
134,UK,Dental Care,Weleda,5.1,£,https://www.notino.co.uk/weleda/dental-care-toothpaste-to-treat-bleeding-gums/,https://cdn.notinoimg.com/list_2k//weleda/4001638098083_01-o__211012.jpg,2024-06-13 12:43:04
135,UK,Professional White Plus,Splat,3.9,£,https://www.notino.co.uk/splat/professional-white-plus-bio-active-toothpaste-for-gentle-teeth-whitening-and-enamel-protection/,https://cdn.notinoimg.com/list_2k//splat/7640168930134_01-o__220908.jpg,2024-06-13 12:43:04
136,UK,Enamel Regeneration,Oral B,4.7,£,https://www.notino.co.uk/oral-b/professional-regenerate-enamel-daily-protection-toothpaste-for-tooth-enamel-reinforcement/,https://cdn.notinoimg.com/list_2k//oral-b/8001090247544_01-o__221031.jpg,2024-06-13 12:43:04
137,UK,Black Forest,Marvis,6.0,£,https://www.notino.co.uk/marvis/marvis-black-forest-toothpaste/,https://cdn.notinoimg.com/list_2k//marvis/8004395111633_01-o__190911.jpg,2024-06-13 12:43:04
138,UK,Gum Protection Toothpaste,Biorepair,4.0,£,https://www.notino.co.uk/biorepair/oral-care-gum-protection-gum-protection-toothpaste/,https://cdn.notinoimg.com/list_2k//biorepair/8017331054192_01-o__210825.jpg,2024-06-13 12:43:04
139,UK,Perfect White Extreme White,Beverly Hills Formula,9.7,£,https://www.notino.co.uk/beverly-hills-formula/perfect-white-extreme-white-fluoride-toothpastes/,https://cdn.notinoimg.com/list_2k//beverly-hills-formula/5020105003664_01-o__220818.jpg,2024-06-13 12:43:04
140,UK,Gum And Sens Original,Parodontax,6.0,£,https://www.notino.co.uk/parodontax/gum-and-sens-original-complex-protection-toothpaste-for-fresh-breath/,https://cdn.notinoimg.com/list_2k//parodontax/5054563120410_01-o__220427.jpg,2024-06-13 12:43:04
141,UK,Enzycal 950,Curaprox,5.4,£,https://www.notino.co.uk/curaprox/enzycal-950-toothpaste/,https://cdn.notinoimg.com/list_2k//curaprox/7612412422436_01-o__150224.jpg,2024-06-13 12:43:04
142,UK,Max White Luminous,Colgate,3.3,£,https://www.notino.co.uk/colgate/max-white-luminous-toothpaste-for-pearly-white-teeth/,https://cdn.notinoimg.com/list_2k//colgate/8714789867274_01-o__221128.jpg,2024-06-13 12:43:04
143,UK,Caries Protection Whitening,Elmex,3.9,£,https://www.notino.co.uk/elmex/caries-protection-whitening-whitening-toothpaste-with-fluoride/,https://cdn.notinoimg.com/list_2k//elmex/8718951240858_11-o__190416.jpg,2024-06-13 12:43:04
144,UK,Kids Mild Mint,Truthpaste,7.4,£,https://www.notino.co.uk/truthpaste/kids-mild-mint-natural-toothpaste-for-kids-mint/,https://cdn.notinoimg.com/list_2k//truthpaste/5060655080067_01-o__231127.jpg,2024-06-13 12:43:04
145,UK,Certified Organic Multifunctional with Hemp,Ecodenta,3.2,£,https://www.notino.co.uk/ecodenta/certified-organic-multifunctional-with-hemp-organic-toothpaste/,https://cdn.notinoimg.com/list_2k//ecodenta/4770001002186_01-o__220613.jpg,2024-06-13 12:43:04
146,UK,Dental Care,Weleda,5.1,£,https://www.notino.co.uk/weleda/dental-care-dental-gel/,https://cdn.notinoimg.com/list_2k//weleda/4001638086554_01-o__230809.jpg,2024-06-13 12:43:04
147,UK,Advanced Senitivity,Biorepair,5.1,£,https://www.notino.co.uk/biorepair/advanced-senitivity-sensitive-toothpaste-for-protection-of-teeth-and-gums/,https://cdn.notinoimg.com/list_2k//biorepair/8017331077849_01-o__230906.jpg,2024-06-13 12:43:04
148,UK,Naturaverde Oral Care Set,Be a Unicorn,14.1,£,https://www.notino.co.uk/be-a-unicorn/naturaverde-oral-care-set-gift-setfor-kids/,https://cdn.notinoimg.com/list_2k//be_a_unicorn/8029241134130_01-o__230517.jpg,2024-06-13 12:43:04
149,UK,Extra Fresh and Remineralising,Ecodenta,2.8,£,https://www.notino.co.uk/ecodenta/extra-fresh-and-remineralising-remineralising-toothpaste/,https://cdn.notinoimg.com/list_2k//ecodenta/4770001004913_01__220606.jpg,2024-06-13 12:43:04
150,UK,Natural Toothpaste White,BEN&ANNA,6.4,£,https://www.notino.co.uk/benanna/natural-toothpaste-white-whitening-toothpaste/,https://cdn.notinoimg.com/list_2k//benanna/4260491220516_01-o__221101.jpg,2024-06-13 12:43:04
151,UK,Integral 8 Natural Elements,Signal,2.0,£,https://www.notino.co.uk/signal/integral-8-natural-elements-toothpaste/,https://cdn.notinoimg.com/list_2k//signal/8710447328095_01-o__221019.jpg,2024-06-13 12:43:04
152,UK,Toothpaste 1-5 years,Chicco,4.2,£,https://www.notino.co.uk/chicco/toothpaste-1-5-years-toothpaste-for-children/,https://cdn.notinoimg.com/list_2k//chicco/8003670743651_01-o__231113.jpg,2024-06-13 12:43:04
153,UK,Nourish Healthy White,Sensodyne,6.0,£,https://www.notino.co.uk/sensodyne/nourish-healthy-white-bioactive-toothpaste-with-fluoride/,https://cdn.notinoimg.com/list_2k//sensodyne/5054563120175_01-o__220601.jpg,2024-06-13 12:43:04
154,UK,3D White Arctic Fresh,Blend-a-med,1.6,£,https://www.notino.co.uk/blend-a-med/3d-white-arctic-fresh-whitening-toothpaste/,https://cdn.notinoimg.com/list_2k//blend-a-med/8006540793039_01-o__230221.jpg,2024-06-13 12:43:04
155,UK,Travel Kit,Minions,3.6,£,https://www.notino.co.uk/minions/travel-kit-dental-care-set-3yfor-kids/,https://cdn.notinoimg.com/list_2k//minions/8032979437992_01-o__220902.jpg,2024-06-13 12:43:04
156,UK,Extra White & Fresh,Blend-a-med,2.1,£,https://www.notino.co.uk/blend-a-med/extra-white-fresh-refreshing-toothpaste/,https://cdn.notinoimg.com/list_2k//blend-a-med/8006540391525_01-o__220816.jpg,2024-06-13 12:43:04
157,UK,Travel Kit,White Glo,2.3,£,https://www.notino.co.uk/white-glo/travel-kit-travel-set-bluefor-teeth/,https://cdn.notinoimg.com/list_2k//white-glo/9319871000356_01-o__220624.jpg,2024-06-13 12:43:04
158,UK,Natural Toothpaste Tablets with Fluoride,Denttabs,5.4,£,https://www.notino.co.uk/denttabs/natural-toothpaste-tablets-with-fluoride-fluoride-toothpaste-in-tablets/,https://cdn.notinoimg.com/list_2k//denttabs/4260066813006_01-o__231115.jpg,2024-06-13 12:43:04
159,UK,Black is White,Curaprox,19.0,£,https://www.notino.co.uk/curaprox/black-is-white/,https://cdn.notinoimg.com/list_2k//curaprox/7612412423822_01-o__170127.jpg,2024-06-13 12:43:04
160,UK,Toothpaste Life's a Beach,HAAN,6.1,£,https://www.notino.co.uk/haan/toothpaste-lifes-a-beach-fluoride-free-toothpaste-refillable/,https://cdn.notinoimg.com/list_2k//haan/5060917120081_01-o__220405.jpg,2024-06-13 12:43:04
161,UK,Coconut Oil Shine,White Glo,5.6,£,https://www.notino.co.uk/white-glo/coconut-oil-shine-whitening-toothpaste-with-brush/,https://cdn.notinoimg.com/list_2k//white-glo/9319871001131_01-o__211129.jpg,2024-06-13 12:43:04
162,UK,Colour Surprise,Ecodenta,3.5,£,https://www.notino.co.uk/ecodenta/expert-black-whitening-toothpaste-for-children-against-dental-caries/,https://cdn.notinoimg.com/list_2k//ecodenta/4770001002490_01-o__210809.jpg,2024-06-13 12:43:04
163,UK,Certified Organic Anti-plaque,Ecodenta,3.9,£,https://www.notino.co.uk/ecodenta/expert-black-whitening-anti-plaque-toothpaste-for-healthy-gums-with-coconut-oil/,https://cdn.notinoimg.com/list_2k//ecodenta/4770001002155_01-o__210809.jpg,2024-06-13 12:43:04
164,UK,Sensitive Plus Complete Protection,Elmex,6.5,£,https://www.notino.co.uk/elmex/sensitive-plus-complete-protection-reinforcing-toothpaste-6058209/,https://cdn.notinoimg.com/list_2k//elmex/8718951501904_01-o__220627.jpg,2024-06-13 12:43:04
165,UK,Sensitive CBD,Ecodenta,3.2,£,https://www.notino.co.uk/ecodenta/sensitive-cbd-bioactive-toothpaste-with-cbd/,https://cdn.notinoimg.com/list_2k//ecodenta/4770001005811_01-o__230105.jpg,2024-06-13 12:43:04
166,UK,Gingival Set,Vitis,10.1,£,https://www.notino.co.uk/vitis/gingival-gift-set/,https://cdn.notinoimg.com/list_2k//vitis/2800010517943_01-o__220926.jpg,2024-06-13 12:43:04
167,UK,Special Extreme White,Splat,6.9,£,https://www.notino.co.uk/splat/special-extreme-white-whitening-toothpaste/,https://cdn.notinoimg.com/list_2k//splat/7640168930271_01-o__220908.jpg,2024-06-13 12:43:04
168,UK,Charcoal,Truthpaste,7.4,£,https://www.notino.co.uk/truthpaste/charcoal-natural-toothpaste/,https://cdn.notinoimg.com/list_2k//truthpaste/5060655080128_01-o__231127.jpg,2024-06-13 12:43:04
169,UK,Baby Shark,Corsair,2.0,£,https://www.notino.co.uk/corsair/baby-shark-toothpaste-for-children/,https://cdn.notinoimg.com/list_2k//corsair/5013692251235_01__231002.jpg,2024-06-13 12:43:04
170,UK,Micro-Granules,Signal,2.1,£,https://www.notino.co.uk/signal/micro-granules-toothpaste/,https://cdn.notinoimg.com/list_2k//signal/sigmrcu_ktps10__150511.jpg,2024-06-13 12:43:04
171,UK,Max White Limited Edition,Colgate,2.1,£,https://www.notino.co.uk/colgate/max-white-limited-edition-refreshing-toothpaste-limited-edition/,https://cdn.notinoimg.com/list_2k//colgate/8718951372498_01-o__230130.jpg,2024-06-13 12:43:04
172,UK,Ewa Chodakowska Sensitive Papaya & Mint,beBIO,3.4,£,https://www.notino.co.uk/bebio/ewa-chodakowska-sensitive-papaya-natural-paste-for-sensitive-teeth/,https://cdn.notinoimg.com/list_2k//bebio/5908233661348_01-o__220824.jpg,2024-06-13 12:43:04
173,UK,Girls,Pink Elephant,1.0,£,https://www.notino.co.uk/pink-elephant/girls-toothpaste-for-kids/,https://cdn.notinoimg.com/list_2k//pink_elephant/8588006040913_01__230116.jpg,2024-06-13 12:43:04
174,UK,Max White Ultra Multi Protect,Colgate,5.7,£,https://www.notino.co.uk/colgate/max-white-ultra-multi-protect-whitening-toothpaste/,https://cdn.notinoimg.com/list_2k//colgate/8718951563544_01-o__230630.jpg,2024-06-13 12:43:04
175,UK,Orange Blossom Bloom,Marvis,6.4,£,https://www.notino.co.uk/marvis/marvis-orange-blossom-bloom-toothpaste/,https://cdn.notinoimg.com/list_2k//marvis/8004395111626_01-o__190911.jpg,2024-06-13 12:43:04
176,UK,Rapid,Sensodyne,5.0,£,https://www.notino.co.uk/sensodyne/rapid-fluoride-toothpastes-for-sensitive-teeth/,https://cdn.notinoimg.com/list_2k//sensodyne/8596149002385_01-o__180406.jpg,2024-06-13 12:43:04
177,UK,Toothpaste 6-24 months,Chicco,4.2,£,https://www.notino.co.uk/chicco/toothpaste-6-24-months-toothpaste-for-children/,https://cdn.notinoimg.com/list_2k//chicco/8003670743637_01-o__220624.jpg,2024-06-13 12:43:04
178,UK,3D White Luxe Perfection,Blend-a-med,3.2,£,https://www.notino.co.uk/blend-a-med/3d-white-luxe-perfection-whitening-toothpaste-against-stains-on-tooth-enamel/,https://cdn.notinoimg.com/list_2k//blend-a-med/4084500743847_01-o__240426.jpg,2024-06-13 12:43:04
179,UK,Natural,Jack N’ Jill,4.7,£,https://www.notino.co.uk/jack-n-jill/natural/,https://cdn.notinoimg.com/list_2k//jack-n-jill/9312657008027_01-o__230602.jpg,2024-06-13 12:43:04
180,UK,White+ Toothpaste,WOOM,5.0,£,https://www.notino.co.uk/woom/white-toothpaste-whitening-toothpaste/,https://cdn.notinoimg.com/list_2k//woom/8420075180315_01-o__220629.jpg,2024-06-13 12:43:04
181,UK,Organic Kids Certified Organic Juicy Fruit,Ecodenta,3.5,£,https://www.notino.co.uk/ecodenta/organic-kids-certified-organic-juicy-fruit-toothpaste-for-children/,https://cdn.notinoimg.com/list_2k//ecodenta/4770001001400_01-o__211110.jpg,2024-06-13 12:43:04
182,UK,Enzycal Zero,Curaprox,5.4,£,https://www.notino.co.uk/curaprox/enzycal-zero-toothpaste/,https://cdn.notinoimg.com/list_2k//curaprox/7612412422849_01-o__150224.jpg,2024-06-13 12:43:04
183,UK,Toothpaste Good On Ya,HAAN,5.9,£,https://www.notino.co.uk/haan/toothpaste-good-on-ya-fluoride-toothpaste-refillable/,https://cdn.notinoimg.com/list_2k//haan/5060669781066_01-o__230515.jpg,2024-06-13 12:43:04
184,UK,Eco Toothpaste,Woobamboo,4.5,£,https://www.notino.co.uk/woobamboo/eco-toothpaste-toothpaste-for-children/,https://cdn.notinoimg.com/list_2k//woobamboo/860002270500_01-o__220727.jpg,2024-06-13 12:43:04
185,UK,Peribioma Pro,Biorepair,4.7,£,https://www.notino.co.uk/biorepair/peribioma-pro-toothpaste-for-sensitive-teeth/,https://cdn.notinoimg.com/list_2k//biorepair/8017331064115_01-o__220530.jpg,2024-06-13 12:43:04
186,UK,Always Smiling 12m+,Chicco,11.9,£,https://www.notino.co.uk/chicco/always-smiling-12m-dental-care-set-bluefor-kids/,https://cdn.notinoimg.com/list_2k//chicco/8058664022663_01__220712.jpg,2024-06-13 12:43:04
187,UK,Sensi-Relief,MEDIBLANC,10.4,£,https://www.notino.co.uk/mediblanc/sensi-relief-toothpaste-for-sensitive-teeth/,https://cdn.notinoimg.com/list_2k//mediblanc/3760275382412-o__221027.jpg,2024-06-13 12:43:04
188,UK,Toothpaste,L.O.L. Surprise,2.1,£,https://www.notino.co.uk/ep-line/lol-toothpaste-for-children-with-strawberry-flavour/,https://cdn.notinoimg.com/list_2k//ep-line/8412428014040_01-o__210413.jpg,2024-06-13 12:43:04
189,UK,Smokers,DentYucral,3.5,£,https://www.notino.co.uk/dentyucral/smokers-whitening-tooth-powder/,https://cdn.notinoimg.com/list_2k//dentyucral/8470002079106_01-o__220818.jpg,2024-06-13 12:43:04
190,UK,Dental Care,Weleda,5.1,£,https://www.notino.co.uk/weleda/dental-care-toothpaste/,https://cdn.notinoimg.com/list_2k//weleda/4001638098014_01-o__211012.jpg,2024-06-13 12:43:04
191,UK,Rapid Whitening,Sensodyne,12.4,£,https://www.notino.co.uk/sensodyne/rapid-whitening-whitening-toothpaste-for-sensitive-teeth-755952/,https://cdn.notinoimg.com/list_2k//sensodyne/2000012592935_01-o__210908.jpg,2024-06-13 12:43:04
192,UK,Cool Spearmint,Signal,1.0,£,https://www.notino.co.uk/signal/cool-spearmint-mint-toothpaste/,https://cdn.notinoimg.com/list_2k//signal/8720181111303_01-o__221114.jpg,2024-06-13 12:43:04
193,UK,Diamond Series,White Glo,15.7,£,https://www.notino.co.uk/white-glo/diamond-series-teeth-whitening-kit/,https://cdn.notinoimg.com/list_2k//white-glo/9319871000790_01-o__210524.jpg,2024-06-13 12:43:04
194,UK,ADS Soothing,Curasept,5.9,£,https://www.notino.co.uk/curasept/ads-soothing-soothing-toothpaste-with-gel-texture/,https://cdn.notinoimg.com/list_2k//curasept/8056746070236_01-o__220203.jpg,2024-06-13 12:43:04
195,UK,Total Whitening,Colgate,2.6,£,https://www.notino.co.uk/colgate/total-whitening-whitening-toothpaste-584257/,https://cdn.notinoimg.com/list_2k//colgate/8718951226807_01-o__221125.jpg,2024-06-13 12:43:04
196,UK,Natural Extracts Aloe Vera,Colgate,3.0,£,https://www.notino.co.uk/colgate/natural-extracts-aloe-vera-herbal-toothpaste/,https://cdn.notinoimg.com/list_2k//colgate/6920354835834_01-o__230630.jpg,2024-06-13 12:43:04
197,UK,Gum And Sens Whitening,Parodontax,6.0,£,https://www.notino.co.uk/parodontax/gum-and-sens-whitening-whitening-toothpaste-for-teeth-5023272/,https://cdn.notinoimg.com/list_2k//parodontax/5054563120434_01-o__220427.jpg,2024-06-13 12:43:04
198,UK,Sweet & Sour Rhubarb,Marvis,5.9,£,https://www.notino.co.uk/marvis/marvis-sweet-sour-rhubarb-toothpaste/,https://cdn.notinoimg.com/list_2k//marvis/8004395111640_01-o__190911.jpg,2024-06-13 12:43:04
199,UK,Max White Charcoal,Colgate,3.3,£,https://www.notino.co.uk/colgate/max-white-charcoal-whitening-toothpaste/,https://cdn.notinoimg.com/list_2k//colgate/8590232000722_01-o__221128.jpg,2024-06-13 12:43:04
200,UK,Boys,Pink Elephant,0.9,£,https://www.notino.co.uk/pink-elephant/boys-toothpaste-for-kids/,https://cdn.notinoimg.com/list_2k//pink_elephant/8588006040906_01__230116.jpg,2024-06-13 12:43:04
201,UK,Max White Ultra Active Foam,Colgate,5.3,£,https://www.notino.co.uk/colgate/max-white-ultra-active-foam-whitening-toothpaste/,https://cdn.notinoimg.com/list_2k//colgate/8718951504752_01-o__240229.jpg,2024-06-13 12:43:04
202,UK,Toothpaste Wild Berry,BEN&ANNA,4.1,£,https://www.notino.co.uk/benanna/toothpaste-wild-berry-natural-toothpaste/,https://cdn.notinoimg.com/list_2k//benanna/4260491223036_01-o__230331.jpg,2024-06-13 12:43:04
203,UK,Crystal Repair and Remineralisation,Swissdent,16.6,£,https://www.notino.co.uk/swissdent/crystal-whitening-toothpaste/,https://cdn.notinoimg.com/list_2k//swissdent/7640126190655_01-o__220105.jpg,2024-06-13 12:43:04
204,UK,Natural Toothpaste Black,BEN&ANNA,5.3,£,https://www.notino.co.uk/benanna/natural-toothpaste-black-toothpaste-with-activated-charcoal/,https://cdn.notinoimg.com/list_2k//benanna/4260491220509_01-o__221101.jpg,2024-06-13 12:43:04
205,UK,All In One,Yotuel,13.8,£,https://www.notino.co.uk/yotuel/all-in-one-dental-whitening-cream/,https://cdn.notinoimg.com/list_2k//yotuel/yotaiow_ktps20__150428.jpg,2024-06-13 12:43:04
206,UK,Sensitive+ Toothpaste,WOOM,5.3,£,https://www.notino.co.uk/woom/sensitive-toothpaste-sensitive-toothpaste/,https://cdn.notinoimg.com/list_2k//woom/4751033920235_01-o__220629.jpg,2024-06-13 12:43:04
207,UK,Professional Enamel Regeneration,Oral B,3.9,£,https://www.notino.co.uk/oral-b/professional-regenerate-enamel-gentle-whitening-whitening-toothpaste/,https://cdn.notinoimg.com/list_2k//oral-b/8001090247582_01-o__220817.jpg,2024-06-13 12:43:04
208,UK,Daycare Protection Booster Herbal,Curasept,6.2,£,https://www.notino.co.uk/curasept/daycare-protection-booster-herbal-gel-toothpaste/,https://cdn.notinoimg.com/list_2k//curasept/8056746073299_01-o__230511.jpg,2024-06-13 12:43:04
209,UK,White Now Time Correct,Signal,4.1,£,https://www.notino.co.uk/signal/white-now-time-correct-toothpaste/,https://cdn.notinoimg.com/list_2k//signal/8720181327186_01-o__230503.jpg,2024-06-13 12:43:04
210,UK,Toothpaste,Jack N’ Jill,4.4,£,https://www.notino.co.uk/jack-n-jill/toothpaste-natural-toothpaste-for-kids/,https://cdn.notinoimg.com/list_2k//jack-n-jill/9312657108031_01__210924.jpg,2024-06-13 12:43:04
211,UK,Aligner,Curaprox,20.9,£,https://www.notino.co.uk/curaprox/aligner-nourishing-protective-foam/,https://cdn.notinoimg.com/list_2k//curaprox/7612412431353_01-o__240411.jpg,2024-06-13 12:43:04
212,UK,White Now Detox Charcoal,Signal,3.5,£,https://www.notino.co.uk/signal/white-now-detox-charcoal-whitening-toothpaste-with-activated-charcoal/,https://cdn.notinoimg.com/list_2k//signal/8710604754200_01-o__200217.jpg,2024-06-13 12:43:04
213,UK,Activital Q10,G.U.M,5.5,£,https://www.notino.co.uk/gum/activital-q10-complex-protection-toothpaste-against-bad-breath/,https://cdn.notinoimg.com/list_2k//gum/gumacqw_ktps10_01__170328.jpg,2024-06-13 12:43:04
214,UK,Max White Optic,Colgate,3.4,£,https://www.notino.co.uk/colgate/max-white-one-optic-whitening-toothpaste-with-immediate-effect/,https://cdn.notinoimg.com/list_2k//colgate/8714789928425_01-o__221128.jpg,2024-06-13 12:43:04
215,UK,Oral Care Toothpaste,Chicco,3.3,£,https://www.notino.co.uk/chicco/oral-care-toothpaste-for-children-12m/,https://cdn.notinoimg.com/list_2k//chicco/cicorad_ktps10_01__150803.jpg,2024-06-13 12:43:04
216,UK,Toothpaste Cinnamon Orange,BEN&ANNA,3.7,£,https://www.notino.co.uk/benanna/toothpaste-cinnamon-orange-natural-toothpaste/,https://cdn.notinoimg.com/list_2k//benanna/4260491223067_01-o__230331.jpg,2024-06-13 12:43:04
217,UK,Gentle,Swissdent,7.4,£,https://www.notino.co.uk/swissdent/gentle-toothpaste/,https://cdn.notinoimg.com/list_2k//swissdent/7640126190020_01-o_02__130304.jpg,2024-06-13 12:43:04
218,UK,Boys,Pink Elephant,5.7,£,https://www.notino.co.uk/pink-elephant/boys-gift-set-for-kids-green/,https://cdn.notinoimg.com/list_2k//pink_elephant/8588006040418_01__211015.jpg,2024-06-13 12:43:04
219,UK,Ortho,G.U.M,3.8,£,https://www.notino.co.uk/gum/ortho-toothpaste-user-fixed-braces/,https://cdn.notinoimg.com/list_2k//gum/gumortw_ktps40_01__151102.jpg,2024-06-13 12:43:04
220,UK,Green Brilliant Whitening,Ecodenta,4.0,£,https://www.notino.co.uk/ecodenta/green-brilliant-whitening-whitening-toothpaste-for-fresh-breath/,https://cdn.notinoimg.com/list_2k//ecodenta/4770001333808_01-o__170112.jpg,2024-06-13 12:43:04
221,UK,Spiderman Travel Kit,Marvel,3.4,£,https://www.notino.co.uk/marvel/spiderman-travel-kit-dental-care-set-for-kids/,https://cdn.notinoimg.com/list_2k//marvel/8032979436902_01__220725.jpg,2024-06-13 12:43:04
222,UK,Perfect White Gold,Beverly Hills Formula,8.5,£,https://www.notino.co.uk/beverly-hills-formula/perfect-white-gold/,https://cdn.notinoimg.com/list_2k//beverly-hills-formula/bevpwgw_ktps10_01__160503.jpg,2024-06-13 12:43:04
223,UK,Professional Gum Intensive Care & Bacteria Guard,Oral B,3.6,£,https://www.notino.co.uk/oral-b/professional-gum-intensive-care-bacteria-guard-herbal-toothpaste/,https://cdn.notinoimg.com/list_2k//oral-b/8001841182674_01-o__220701.jpg,2024-06-13 12:43:04
224,UK,Natural White Charcoal Whitening,Beverly Hills Formula,9.4,£,https://www.notino.co.uk/beverly-hills-formula/natural-white-whitening-toothpaste-with-activated-charcoal/,https://cdn.notinoimg.com/list_2k//beverly-hills-formula/5020105003923_01-o__220912.jpg,2024-06-13 12:43:04
225,UK,Applemint,Brush Baby,3.3,£,https://www.notino.co.uk/brush-baby/applemint-toothpaste-for-children/,https://cdn.notinoimg.com/list_2k//brush_baby/5060178100587_01-o__230613.jpg,2024-06-13 12:43:04
226,UK,3D White Delicate White,Blend-a-med,2.0,£,https://www.notino.co.uk/blend-a-med/3d-white-delicate-white-whitening-toothpaste/,https://cdn.notinoimg.com/list_2k//blend-a-med/8006540793183_01-o__230221.jpg,2024-06-13 12:43:04
227,UK,Kids Peach,WOOM,3.8,£,https://www.notino.co.uk/woom/kids-peach-toothpaste-for-children/,https://cdn.notinoimg.com/list_2k//woom/4751033920105_01-o__220629.jpg,2024-06-13 12:43:04
228,UK,Supreme,iWhite,8.1,£,https://www.notino.co.uk/iwhite/supreme-whitening-toothpaste/,https://cdn.notinoimg.com/list_2k//iwhite/5425012534674_01-o__210823.jpg,2024-06-13 12:43:04
229,UK,Max Clean Mineral Scrub,Colgate,2.6,£,https://www.notino.co.uk/colgate/max-clean-mineral-scrub-gel-toothpaste-for-fresh-breath/,https://cdn.notinoimg.com/list_2k//colgate/8718951327085_01-o__200602.jpg,2024-06-13 12:43:04
230,UK,Instant White,White Glo,5.1,£,https://www.notino.co.uk/white-glo/instant-white-dental-care-set/,https://cdn.notinoimg.com/list_2k//white-glo/93198714001407_01-o__220818.jpg,2024-06-13 12:43:04
231,UK,Tutti Frutti,Brush Baby,4.1,£,https://www.notino.co.uk/brush-baby/tutti-frutti-toothpaste-for-children-from-36-months/,https://cdn.notinoimg.com/list_2k//brush_baby/5060178100143_01-o__230613.jpg,2024-06-13 12:43:04
232,UK,Max Fresh Cooling Crystals,Colgate,2.2,£,https://www.notino.co.uk/colgate/max-fresh-cooling-crystals-whitening-toothpaste/,https://cdn.notinoimg.com/list_2k//colgate/8718951313255_01-o__220524.jpg,2024-06-13 12:43:04
233,UK,Caries Protection Complete Care,Elmex,5.0,£,https://www.notino.co.uk/elmex/caries-protection-complete-care-refreshing-toothpaste-for-complete-protection-of-teeth-6652865/,https://cdn.notinoimg.com/list_2k//elmex/8718951516014_02-o__220929.jpg,2024-06-13 12:43:04
234,UK,Original White,G.U.M,3.7,£,https://www.notino.co.uk/gum/original-white-whitening-toothpaste/,https://cdn.notinoimg.com/list_2k//gum/gumorwu_ktps10__131106.jpg,2024-06-13 12:43:04
